sale_id,product_id,customer_id,sale_price,quantity,sale_date,total_revenue,sentiment_score,review_date,VIP_status
1001,P101,C_001,150.0,2,2023-01-15,300.0,4.5,2023-01-16,Non-VIP
1002,P102,C_002,75.0,3,2023-01-20,225.0,4.5,2023-02-05,Non-VIP
1004,P101,C_003,150.0,4,2023-01-02,600.0,3.7,2023-02-18,Non-VIP
1005,P104,C_004,30.0,1,2023-05-02,30.0,3.9,2023-02-01,Non-VIP
1006,P102,C_005,75.0,2,2023-10-02,150.0,4.0,2023-02-11,Non-VIP
1008,P101,C_006,150.0,3,2023-02-20,450.0,4.7,2023-03-24,Non-VIP
1010,P104,C_008,30.0,5,2023-01-03,150.0,4.0,2023-03-02,Non-VIP
1011,P102,C_009,75.0,1,2023-05-03,75.0,1.6,2023-02-12,Non-VIP
1012,P105,C_001,120.0,3,2023-10-03,360.0,2.5,2023-03-11,Non-VIP
1013,P103,C_010,250.5,1,2023-03-15,250.5,3.0,2023-04-01,Non-VIP
1016,P105,C_065,150.0,1,2023-12-01,150.0,4.4,2023-01-07,VIP
1017,P102,C_075,120.0,1,2023-03-13,120.0,1.0,2023-03-03,VIP
1021,P101,C_056,250.5,5,2023-03-02,1252.5,4.6,2023-03-10,VIP
1022,P104,C_079,150.0,4,2023-11-01,600.0,3.1,2023-02-27,VIP
1023,P103,C_091,120.0,3,2023-03-15,360.0,3.0,2023-02-24,Non-VIP
1025,P102,C_023,30.0,3,2023-02-28,90.0,3.9,2023-02-26,VIP
1026,P103,C_031,250.5,3,2023-01-27,751.5,3.0,2023-02-25,VIP
1030,P103,C_018,75.0,1,2023-02-10,75.0,1.4,2023-03-31,Non-VIP
1031,P103,C_019,75.0,5,2023-10-02,375.0,1.3,2023-01-28,Non-VIP
1034,P105,C_065,120.0,4,2023-02-16,480.0,4.4,2023-01-07,VIP
1037,P101,C_060,30.0,5,2023-01-03,150.0,2.1,2023-03-17,VIP
1038,P103,C_081,150.0,1,2023-01-15,150.0,1.9,2023-03-15,VIP
1040,P104,C_031,30.0,1,2023-03-02,30.0,2.8,2023-02-18,VIP
1041,P102,C_075,150.0,1,2023-08-02,150.0,1.0,2023-03-03,VIP
1042,P105,C_088,75.0,2,2023-02-17,150.0,3.2,2023-01-05,VIP
1043,P105,C_078,150.0,5,2023-02-11,750.0,4.9,2023-03-26,VIP
1044,P101,C_025,250.5,3,2023-01-31,751.5,3.9,2023-03-10,VIP
1046,P105,C_027,75.0,1,2023-02-03,75.0,1.2,2023-01-14,VIP
1049,P103,C_067,120.0,4,2023-01-16,480.0,2.6,2023-03-31,VIP
1051,P102,C_086,75.0,1,2023-10-01,75.0,3.5,2023-03-30,Non-VIP
1052,P101,C_040,150.0,1,2023-12-02,150.0,1.3,2023-04-01,Non-VIP
1053,P105,C_041,250.5,1,2023-04-03,250.5,4.6,2023-03-15,Non-VIP
1055,P102,C_071,30.0,2,2023-01-13,60.0,4.1,2023-01-14,VIP
1056,P104,C_056,30.0,4,2023-01-03,120.0,2.6,2023-03-12,VIP
1058,P104,C_054,150.0,2,2023-01-25,300.0,1.9,2023-03-17,VIP
1059,P105,C_068,75.0,4,2023-01-24,300.0,2.3,2023-01-22,VIP
1061,P101,C_094,120.0,1,2023-12-01,120.0,4.9,2023-03-14,Non-VIP
1062,P102,C_063,30.0,4,2023-01-28,120.0,3.2,2023-03-27,Non-VIP
1064,P104,C_047,30.0,1,2023-03-13,30.0,4.5,2023-03-15,Non-VIP
1066,P105,C_080,150.0,1,2023-10-02,150.0,1.5,2023-03-27,VIP
1071,P104,C_095,120.0,5,2023-03-08,600.0,3.5,2023-03-26,VIP
1073,P103,C_061,75.0,1,2023-03-24,75.0,2.8,2023-02-08,Non-VIP
1075,P105,C_023,150.0,5,2023-01-28,750.0,1.5,2023-03-26,VIP
1076,P103,C_027,250.5,1,2023-02-01,250.5,2.1,2023-02-26,VIP
1077,P103,C_031,30.0,5,2023-04-01,150.0,3.0,2023-02-25,VIP
1078,P105,C_094,120.0,1,2023-03-27,120.0,4.4,2023-02-13,Non-VIP
1080,P101,C_081,75.0,3,2023-06-02,225.0,4.1,2023-03-30,VIP
1081,P102,C_054,75.0,1,2023-03-23,75.0,4.7,2023-03-22,VIP
1082,P105,C_073,250.5,1,2023-12-01,250.5,3.6,2023-03-31,VIP
1083,P104,C_046,150.0,1,2023-12-02,150.0,4.6,2023-03-24,VIP
1085,P104,C_082,150.0,1,2023-10-01,150.0,2.6,2023-02-25,Non-VIP
1088,P101,C_056,75.0,1,2023-01-02,75.0,4.6,2023-03-10,VIP
1089,P101,C_056,120.0,4,2023-03-21,480.0,4.6,2023-03-10,VIP
1091,P102,C_053,30.0,1,2023-02-01,30.0,3.3,2023-03-29,VIP
1092,P102,C_024,30.0,1,2023-02-03,30.0,4.3,2023-03-16,Non-VIP
1093,P102,C_069,250.5,3,2023-01-30,751.5,3.8,2023-02-20,VIP
1094,P101,C_095,75.0,4,2023-02-12,300.0,3.3,2023-03-30,VIP
1096,P105,C_053,150.0,1,2023-03-02,150.0,3.8,2023-03-27,VIP
1097,P105,C_044,150.0,1,2023-03-18,150.0,4.9,2023-03-21,Non-VIP
1098,P103,C_051,30.0,5,2023-07-03,150.0,1.3,2023-03-10,VIP
1099,P104,C_084,75.0,3,2023-06-01,225.0,3.4,2023-03-31,Non-VIP
1100,P104,C_011,120.0,5,2023-03-29,600.0,3.6,2023-02-08,VIP
1101,P102,C_057,30.0,1,2023-03-27,30.0,1.2,2023-02-20,VIP
1103,P103,C_096,30.0,3,2023-02-21,90.0,4.1,2023-01-07,Non-VIP
1104,P103,C_081,75.0,2,2023-02-23,150.0,1.9,2023-03-15,VIP
1106,P103,C_062,120.0,1,2023-02-08,120.0,3.7,2023-02-18,VIP
1108,P104,C_067,30.0,1,2023-01-28,30.0,2.1,2023-03-26,VIP
1110,P105,C_053,150.0,2,2023-03-28,300.0,3.8,2023-03-27,VIP
1111,P102,C_036,75.0,1,2023-06-01,75.0,1.8,2023-01-05,VIP
1112,P104,C_089,150.0,4,2023-02-23,600.0,3.8,2023-01-03,VIP
1115,P101,C_065,75.0,2,2023-03-31,150.0,2.8,2023-03-05,VIP
1116,P104,C_017,120.0,2,2023-01-16,240.0,3.2,2023-01-04,VIP
1118,P103,C_067,120.0,1,2023-03-06,120.0,2.6,2023-03-31,VIP
1119,P105,C_068,75.0,1,2023-03-02,75.0,2.3,2023-01-22,VIP
1121,P102,C_046,30.0,1,2023-06-02,30.0,4.4,2023-01-06,VIP
1122,P103,C_053,250.5,5,2023-11-01,1252.5,2.7,2023-04-01,VIP
1123,P102,C_040,30.0,1,2023-01-20,30.0,2.0,2023-01-06,Non-VIP
1125,P104,C_064,150.0,2,2023-02-23,300.0,4.1,2023-02-26,VIP
1126,P105,C_013,120.0,4,2023-03-03,480.0,1.3,2023-01-06,Non-VIP
1128,P105,C_088,75.0,4,2023-01-29,300.0,3.2,2023-01-05,VIP
1129,P104,C_073,150.0,4,2023-02-13,600.0,3.2,2023-03-03,VIP
1130,P104,C_032,30.0,2,2023-03-21,60.0,2.5,2023-01-25,VIP
1132,P101,C_093,30.0,2,2023-01-03,60.0,3.1,2023-02-19,Non-VIP
1133,P101,C_044,30.0,3,2023-01-28,90.0,2.6,2023-02-24,Non-VIP
1134,P103,C_054,30.0,3,2023-02-23,90.0,2.8,2023-02-17,VIP
1137,P101,C_042,75.0,1,2023-03-21,75.0,1.4,2023-04-01,Non-VIP
1138,P102,C_027,30.0,1,2023-01-15,30.0,1.3,2023-01-26,VIP
1141,P103,C_024,120.0,1,2023-09-02,120.0,2.3,2023-03-25,Non-VIP
1144,P101,C_083,150.0,3,2023-03-10,450.0,1.4,2023-03-26,VIP
1145,P103,C_019,120.0,1,2023-02-13,120.0,1.3,2023-01-28,Non-VIP
1146,P104,C_073,150.0,4,2023-02-16,600.0,3.2,2023-03-03,VIP
1148,P103,C_089,120.0,4,2023-03-01,480.0,2.4,2023-02-08,VIP
1149,P105,C_045,250.5,2,2023-01-12,501.0,4.0,2023-03-26,Non-VIP
1151,P104,C_054,150.0,4,2023-11-02,600.0,1.9,2023-03-17,VIP
1152,P104,C_038,250.5,3,2023-02-13,751.5,2.5,2023-02-17,VIP
1153,P105,C_046,120.0,1,2023-08-03,120.0,3.4,2023-03-22,VIP
1155,P102,C_099,30.0,1,2023-03-04,30.0,3.8,2023-01-13,VIP
1156,P101,C_022,250.5,2,2023-02-21,501.0,1.6,2023-03-08,Non-VIP
1158,P105,C_078,250.5,4,2023-03-12,1002.0,4.9,2023-03-26,VIP
1159,P103,C_069,250.5,3,2023-02-02,751.5,4.0,2023-02-18,VIP
1160,P101,C_035,250.5,1,2023-10-03,250.5,4.4,2023-02-28,VIP
1162,P105,C_078,120.0,3,2023-01-13,360.0,4.9,2023-03-26,VIP
1164,P105,C_027,250.5,1,2023-07-01,250.5,1.2,2023-01-14,VIP
1167,P102,C_017,250.5,4,2023-01-15,1002.0,2.0,2023-03-14,VIP
1168,P104,C_073,150.0,5,2023-03-22,750.0,3.2,2023-03-03,VIP
1169,P101,C_030,75.0,5,2023-08-02,375.0,1.7000000000000002,2023-03-03,Non-VIP
1170,P102,C_026,120.0,4,2023-03-19,480.0,4.1,2023-03-25,VIP
1171,P105,C_039,120.0,4,2023-02-27,480.0,1.2,2023-03-22,VIP
1172,P103,C_086,30.0,3,2023-03-14,90.0,2.0,2023-03-02,Non-VIP
1176,P104,C_099,120.0,4,2023-07-02,480.0,3.8,2023-01-11,VIP
1178,P101,C_098,75.0,3,2023-03-22,225.0,4.1,2023-02-12,VIP
1183,P103,C_075,120.0,4,2023-02-26,480.0,1.9,2023-02-27,VIP
1185,P103,C_014,150.0,2,2023-03-28,300.0,2.1,2023-02-25,Non-VIP
1187,P102,C_071,120.0,1,2023-02-26,120.0,4.1,2023-01-14,VIP
1189,P104,C_055,30.0,3,2023-11-02,90.0,1.3,2023-03-28,VIP
1190,P101,C_031,250.5,4,2023-03-30,1002.0,1.8,2023-03-18,VIP
1192,P101,C_051,250.5,3,2023-01-15,751.5,1.7000000000000002,2023-02-03,VIP
1194,P101,C_035,120.0,3,2023-03-21,360.0,4.4,2023-02-28,VIP
1195,P104,C_017,75.0,3,2023-12-03,225.0,3.2,2023-01-04,VIP
1198,P101,C_081,30.0,1,2023-01-29,30.0,4.1,2023-03-30,VIP
1202,P102,C_087,120.0,1,2023-01-18,120.0,4.2,2023-03-16,VIP
1203,P103,C_064,250.5,5,2023-04-02,1252.5,2.1,2023-02-27,VIP
1205,P102,C_068,120.0,4,2023-02-14,480.0,2.8,2023-03-04,VIP
1206,P105,C_080,30.0,4,2023-11-02,120.0,1.5,2023-03-27,VIP
1207,P102,C_084,30.0,2,2023-02-22,60.0,2.2,2023-03-21,Non-VIP
1209,P102,C_074,150.0,2,2023-06-03,300.0,2.9,2023-02-26,Non-VIP
1210,P103,C_023,30.0,1,2023-03-09,30.0,4.1,2023-01-19,VIP
1214,P104,C_080,150.0,5,2023-09-01,750.0,2.9,2023-02-25,VIP
1217,P101,C_052,150.0,3,2023-02-15,450.0,2.4,2023-03-27,VIP
1218,P104,C_029,75.0,5,2023-02-22,375.0,4.6,2023-01-18,Non-VIP
1219,P102,C_032,75.0,1,2023-03-20,75.0,2.8,2023-02-23,VIP
1222,P101,C_070,250.5,1,2023-11-03,250.5,2.9,2023-01-02,Non-VIP
1224,P104,C_099,250.5,4,2023-08-02,1002.0,3.8,2023-01-11,VIP
1226,P103,C_084,250.5,1,2023-07-02,250.5,1.8,2023-02-23,Non-VIP
1227,P104,C_046,150.0,5,2023-03-29,750.0,4.6,2023-03-24,VIP
1229,P105,C_056,75.0,1,2023-01-25,75.0,3.6,2023-04-01,VIP
1235,P102,C_043,30.0,3,2023-02-13,90.0,1.2,2023-03-07,Non-VIP
1237,P104,C_082,250.5,1,2023-02-20,250.5,2.6,2023-02-25,Non-VIP
1238,P103,C_079,150.0,4,2023-02-17,600.0,3.0,2023-02-11,VIP
1239,P103,C_085,30.0,1,2023-02-17,30.0,1.3,2023-03-22,Non-VIP
1240,P102,C_071,150.0,5,2023-03-13,750.0,4.1,2023-01-14,VIP
1242,P103,C_094,30.0,1,2023-01-18,30.0,1.8,2023-02-14,Non-VIP
1243,P101,C_049,30.0,1,2023-01-13,30.0,1.8,2023-03-25,Non-VIP
1244,P105,C_028,30.0,4,2023-02-17,120.0,2.4,2023-02-28,VIP
1247,P103,C_038,30.0,4,2023-01-31,120.0,2.0,2023-03-16,VIP
1248,P101,C_098,250.5,5,2023-03-24,1252.5,4.1,2023-02-12,VIP
1250,P101,C_095,75.0,1,2023-03-23,75.0,3.3,2023-03-30,VIP
1251,P101,C_017,250.5,2,2023-01-17,501.0,1.5,2023-03-18,VIP
1253,P102,C_053,75.0,5,2023-01-01,375.0,3.3,2023-03-29,VIP
1254,P102,C_027,120.0,3,2023-01-23,360.0,1.3,2023-01-26,VIP
1255,P101,C_027,150.0,3,2023-01-31,450.0,4.7,2023-01-23,VIP
1257,P104,C_078,150.0,1,2023-01-09,150.0,1.2,2023-03-24,VIP
1258,P104,C_057,120.0,5,2023-01-14,600.0,2.4,2023-02-11,VIP
1259,P105,C_039,120.0,1,2023-03-26,120.0,1.2,2023-03-22,VIP
1263,P101,C_027,250.5,5,2023-03-23,1252.5,4.7,2023-01-23,VIP
1264,P105,C_052,30.0,5,2023-03-09,150.0,3.9,2023-02-28,VIP
1265,P104,C_075,120.0,4,2023-01-13,480.0,4.0,2023-03-05,VIP
1268,P104,C_023,250.5,4,2023-10-02,1002.0,3.1,2023-03-28,VIP
1270,P101,C_021,150.0,4,2023-01-13,600.0,4.7,2023-02-12,VIP
1271,P103,C_027,120.0,1,2023-03-17,120.0,2.1,2023-02-26,VIP
1273,P104,C_017,250.5,5,2023-02-09,1252.5,3.2,2023-01-04,VIP
1275,P104,C_039,150.0,3,2023-03-13,450.0,1.8,2023-01-05,VIP
1279,P103,C_050,250.5,3,2023-01-01,751.5,4.9,2023-01-26,Non-VIP
1282,P104,C_069,250.5,2,2023-02-17,501.0,1.3,2023-03-02,VIP
1283,P103,C_083,120.0,1,2023-07-01,120.0,1.6,2023-01-10,VIP
1285,P104,C_095,30.0,4,2023-03-19,120.0,3.5,2023-03-26,VIP
1287,P104,C_025,250.5,1,2023-03-28,250.5,2.2,2023-03-24,VIP
1289,P104,C_087,150.0,1,2023-01-27,150.0,3.5,2023-03-15,VIP
1290,P102,C_028,250.5,3,2023-11-02,751.5,2.1,2023-03-31,VIP
1293,P103,C_020,30.0,1,2023-01-06,30.0,2.0,2023-03-20,Non-VIP
1296,P101,C_062,150.0,3,2023-01-22,450.0,1.6,2023-01-04,VIP
1297,P104,C_099,250.5,1,2023-02-25,250.5,3.8,2023-01-11,VIP
1301,P105,C_035,250.5,3,2023-03-24,751.5,3.5,2023-03-04,VIP
1302,P102,C_024,75.0,3,2023-01-26,225.0,4.3,2023-03-16,Non-VIP
1304,P104,C_070,120.0,5,2023-02-27,600.0,1.1,2023-02-26,Non-VIP
1306,P103,C_030,30.0,1,2023-03-02,30.0,2.4,2023-03-14,Non-VIP
1307,P103,C_046,120.0,1,2023-02-15,120.0,1.7000000000000002,2023-01-18,VIP
1308,P101,C_050,30.0,4,2023-05-01,120.0,3.9,2023-03-17,Non-VIP
1311,P101,C_068,120.0,1,2023-01-25,120.0,1.2,2023-03-01,VIP
1314,P102,C_016,75.0,1,2023-02-26,75.0,2.5,2023-02-07,Non-VIP
1315,P105,C_077,120.0,2,2023-02-16,240.0,3.1,2023-03-12,Non-VIP
1320,P102,C_055,250.5,1,2023-03-31,250.5,1.3,2023-03-19,VIP
1321,P104,C_027,120.0,1,2023-01-11,120.0,2.8,2023-03-26,VIP
1325,P103,C_073,75.0,2,2023-01-18,150.0,2.4,2023-02-27,VIP
1326,P101,C_048,150.0,5,2023-11-03,750.0,4.0,2023-03-20,Non-VIP
1331,P103,C_068,75.0,5,2023-01-31,375.0,4.6,2023-02-01,VIP
1332,P104,C_035,250.5,1,2023-03-15,250.5,3.2,2023-03-04,VIP
1333,P104,C_047,30.0,5,2023-03-09,150.0,4.5,2023-03-15,Non-VIP
1334,P102,C_036,120.0,2,2023-02-02,240.0,1.8,2023-01-05,VIP
1335,P104,C_058,120.0,1,2023-08-03,120.0,2.7,2023-02-21,VIP
1336,P103,C_021,75.0,3,2023-02-27,225.0,2.7,2023-03-02,VIP
1338,P101,C_064,150.0,4,2023-03-06,600.0,2.3,2023-03-16,VIP
1339,P102,C_060,150.0,3,2023-01-29,450.0,3.7,2023-02-15,VIP
1343,P103,C_038,75.0,5,2023-03-19,375.0,2.0,2023-03-16,VIP
1344,P104,C_025,250.5,2,2023-08-02,501.0,2.2,2023-03-24,VIP
1345,P101,C_041,30.0,1,2023-03-21,30.0,4.0,2023-03-12,Non-VIP
1346,P101,C_025,30.0,5,2023-10-03,150.0,3.9,2023-03-10,VIP
1347,P105,C_084,75.0,1,2023-01-19,75.0,1.4,2023-02-26,Non-VIP
1348,P104,C_011,120.0,3,2023-01-31,360.0,3.6,2023-02-08,VIP
1350,P103,C_019,120.0,5,2023-06-03,600.0,1.3,2023-01-28,Non-VIP
1351,P105,C_013,30.0,4,2023-06-01,120.0,1.3,2023-01-06,Non-VIP
1352,P104,C_058,250.5,1,2023-01-03,250.5,2.7,2023-02-21,VIP
1353,P101,C_055,75.0,1,2023-03-26,75.0,3.0,2023-02-09,VIP
1355,P103,C_080,250.5,1,2023-01-23,250.5,2.9,2023-01-30,VIP
1358,P101,C_051,250.5,5,2023-02-20,1252.5,1.7000000000000002,2023-02-03,VIP
1361,P103,C_066,30.0,1,2023-02-26,30.0,1.4,2023-02-21,Non-VIP
1362,P103,C_034,30.0,1,2023-03-05,30.0,2.2,2023-03-24,VIP
1363,P105,C_045,150.0,1,2023-02-24,150.0,4.0,2023-03-26,Non-VIP
1364,P104,C_088,75.0,5,2023-02-07,375.0,4.6,2023-02-18,VIP
1365,P101,C_021,250.5,1,2023-02-07,250.5,4.7,2023-02-12,VIP
1367,P104,C_055,30.0,1,2023-02-15,30.0,1.3,2023-03-28,VIP
1369,P104,C_057,120.0,1,2023-03-28,120.0,2.4,2023-02-11,VIP
1372,P104,C_083,150.0,5,2023-01-20,750.0,3.4,2023-03-04,VIP
1373,P104,C_058,250.5,4,2023-10-01,1002.0,2.7,2023-02-21,VIP
1374,P102,C_078,250.5,4,2023-10-02,1002.0,1.9,2023-03-05,VIP
1375,P103,C_042,150.0,1,2023-01-24,150.0,3.7,2023-01-31,Non-VIP
1377,P104,C_038,120.0,3,2023-03-30,360.0,2.5,2023-02-17,VIP
1378,P102,C_026,75.0,1,2023-02-27,75.0,4.1,2023-03-25,VIP
1380,P101,C_081,120.0,3,2023-08-02,360.0,4.1,2023-03-30,VIP
1381,P102,C_057,120.0,2,2023-01-16,240.0,1.2,2023-02-20,VIP
1384,P101,C_019,250.5,4,2023-03-03,1002.0,3.9,2023-03-04,Non-VIP
1385,P104,C_063,120.0,1,2023-01-17,120.0,3.5,2023-03-26,Non-VIP
1386,P101,C_068,30.0,1,2023-03-08,30.0,1.2,2023-03-01,VIP
1388,P104,C_075,150.0,1,2023-08-03,150.0,4.0,2023-03-05,VIP
1389,P103,C_032,75.0,3,2023-01-04,225.0,2.3,2023-03-16,VIP
1391,P105,C_046,75.0,1,2023-08-02,75.0,3.4,2023-03-22,VIP
1394,P105,C_054,120.0,1,2023-04-01,120.0,1.2,2023-03-15,VIP
1395,P101,C_093,120.0,3,2023-03-25,360.0,3.1,2023-02-19,Non-VIP
1398,P104,C_049,30.0,1,2023-03-30,30.0,4.1,2023-03-31,Non-VIP
1399,P102,C_067,30.0,4,2023-01-03,120.0,1.4,2023-02-17,VIP
1400,P103,C_088,75.0,3,2023-10-02,225.0,4.1,2023-03-13,VIP
1401,P103,C_062,75.0,3,2023-07-03,225.0,3.7,2023-02-18,VIP
1402,P101,C_051,75.0,4,2023-01-16,300.0,1.7000000000000002,2023-02-03,VIP
1404,P104,C_089,30.0,2,2023-01-21,60.0,3.8,2023-01-03,VIP
1405,P105,C_051,75.0,2,2023-05-03,150.0,3.3,2023-03-25,VIP
1406,P104,C_074,250.5,4,2023-03-01,1002.0,3.1,2023-03-30,Non-VIP
1407,P104,C_075,30.0,2,2023-01-28,60.0,4.0,2023-03-05,VIP
1408,P103,C_017,150.0,3,2023-05-03,450.0,1.5,2023-01-22,VIP
1409,P104,C_047,120.0,1,2023-01-14,120.0,4.5,2023-03-15,Non-VIP
1411,P101,C_062,150.0,5,2023-03-13,750.0,1.6,2023-01-04,VIP
1412,P103,C_081,250.5,1,2023-02-19,250.5,1.9,2023-03-15,VIP
1413,P104,C_081,250.5,5,2023-03-29,1252.5,3.4,2023-03-15,VIP
1414,P101,C_027,150.0,4,2023-02-17,600.0,4.7,2023-01-23,VIP
1415,P105,C_057,75.0,2,2023-03-19,150.0,4.5,2023-03-08,VIP
1416,P104,C_075,150.0,1,2023-05-01,150.0,4.0,2023-03-05,VIP
1417,P103,C_071,120.0,4,2023-01-20,480.0,3.1,2023-03-09,VIP
1418,P105,C_028,250.5,5,2023-10-02,1252.5,2.4,2023-02-28,VIP
1421,P103,C_071,150.0,3,2023-12-02,450.0,3.1,2023-03-09,VIP
1422,P101,C_064,120.0,3,2023-03-30,360.0,2.3,2023-03-16,VIP
1423,P101,C_087,30.0,3,2023-03-25,90.0,1.2,2023-03-24,VIP
1427,P101,C_035,150.0,4,2023-02-10,600.0,4.4,2023-02-28,VIP
1430,P102,C_077,75.0,5,2023-11-02,375.0,3.1,2023-02-07,Non-VIP
1431,P104,C_078,30.0,3,2023-01-23,90.0,1.2,2023-03-24,VIP
1432,P105,C_054,120.0,3,2023-03-28,360.0,1.2,2023-03-15,VIP
1433,P103,C_089,30.0,2,2023-02-01,60.0,2.4,2023-02-08,VIP
1434,P105,C_049,75.0,3,2023-06-02,225.0,5.0,2023-03-11,Non-VIP
1437,P105,C_097,120.0,4,2023-02-20,480.0,4.7,2023-02-02,Non-VIP
1438,P102,C_048,150.0,3,2023-01-11,450.0,3.0,2023-02-28,Non-VIP
1440,P102,C_079,250.5,5,2023-03-31,1252.5,4.2,2023-01-30,VIP
1441,P102,C_024,120.0,1,2023-03-17,120.0,4.3,2023-03-16,Non-VIP
1443,P102,C_017,150.0,4,2023-12-02,600.0,2.0,2023-03-14,VIP
1446,P102,C_047,250.5,3,2023-03-24,751.5,2.0,2023-02-22,Non-VIP
1447,P101,C_094,120.0,2,2023-10-03,240.0,4.9,2023-03-14,Non-VIP
1448,P101,C_033,30.0,2,2023-01-05,60.0,1.7000000000000002,2023-03-12,Non-VIP
1450,P103,C_083,120.0,1,2023-02-12,120.0,1.6,2023-01-10,VIP
1451,P104,C_093,120.0,5,2023-05-03,600.0,2.5,2023-03-02,Non-VIP
1452,P105,C_070,250.5,2,2023-01-15,501.0,3.0,2023-02-11,Non-VIP
1457,P104,C_052,75.0,1,2023-02-03,75.0,3.5,2023-01-10,VIP
1458,P102,C_068,250.5,3,2023-08-02,751.5,2.8,2023-03-04,VIP
1463,P102,C_028,30.0,2,2023-02-28,60.0,2.1,2023-03-31,VIP
1465,P105,C_096,75.0,2,2023-03-29,150.0,3.8,2023-03-05,Non-VIP
1466,P101,C_078,30.0,5,2023-04-01,150.0,4.7,2023-01-31,VIP
1467,P101,C_083,150.0,1,2023-12-03,150.0,1.4,2023-03-26,VIP
1468,P102,C_084,120.0,2,2023-01-22,240.0,2.2,2023-03-21,Non-VIP
1469,P105,C_067,150.0,1,2023-01-27,150.0,2.4,2023-01-07,VIP
1470,P105,C_073,150.0,5,2023-02-27,750.0,3.6,2023-03-31,VIP
1471,P104,C_027,120.0,4,2023-02-28,480.0,2.8,2023-03-26,VIP
1472,P101,C_082,30.0,1,2023-09-02,30.0,3.2,2023-01-16,Non-VIP
1475,P105,C_018,150.0,4,2023-01-05,600.0,3.8,2023-01-27,Non-VIP
1476,P104,C_034,75.0,1,2023-03-24,75.0,2.4,2023-02-26,VIP
1477,P103,C_059,30.0,4,2023-02-18,120.0,1.5,2023-01-17,VIP
1479,P105,C_061,120.0,2,2023-01-29,240.0,2.1,2023-03-11,Non-VIP
1480,P101,C_049,30.0,1,2023-03-11,30.0,1.8,2023-03-25,Non-VIP
1482,P102,C_046,75.0,1,2023-01-15,75.0,4.4,2023-01-06,VIP
1483,P104,C_089,150.0,2,2023-01-27,300.0,3.8,2023-01-03,VIP
1484,P101,C_087,150.0,4,2023-03-18,600.0,1.2,2023-03-24,VIP
1488,P105,C_097,250.5,2,2023-08-02,501.0,4.7,2023-02-02,Non-VIP
1489,P105,C_039,30.0,3,2023-05-02,90.0,1.2,2023-03-22,VIP
1491,P104,C_082,30.0,1,2023-02-14,30.0,2.6,2023-02-25,Non-VIP
1492,P104,C_078,250.5,1,2023-02-23,250.5,1.2,2023-03-24,VIP
1493,P102,C_049,30.0,2,2023-03-10,60.0,3.1,2023-02-01,Non-VIP
1494,P102,C_039,250.5,1,2023-01-19,250.5,4.5,2023-01-23,VIP
1495,P101,C_082,30.0,4,2023-03-13,120.0,3.2,2023-01-16,Non-VIP
1496,P102,C_060,75.0,3,2023-01-27,225.0,3.7,2023-02-15,VIP
1497,P101,C_068,250.5,1,2023-10-03,250.5,1.2,2023-03-01,VIP
1498,P102,C_017,250.5,4,2023-03-28,1002.0,2.0,2023-03-14,VIP
1500,P105,C_038,30.0,2,2023-02-12,60.0,3.9,2023-02-26,VIP
