sale_id,product_id,customer_id,sale_price,quantity,sale_date
1499,P105,C_016,$150.00,2,17-03-2023
1500,P105,C_038,$30.00,2,02-12-2023
1501,P101,C_038,$75,,16-01-2023
1502,P104,C_042,,5,01-04-2023
1503,P104,C_041,120,3,02-06-2023
1504,P104,C_079,,3,02-09-2023
1505,P103,C_076,$30.00,4,13-01-2023
1506,P104,C_051,$75,3,02-10-2023
1507,P101,C_083,$75,,19-01-2023
1508,P103,C_081,120,5,02/23/2023
1509,P102,C_036,$250.50,2,18-02-2023
1510,P102,C_074,120,,03/29/2023
1511,P103,C_073,,,03-04-2023
1512,P102,C_056,$75,2,03-11-2023
1513,P102,C_080,,1,09-03-2023
1514,P101,C_096,$150.00,1,22-02-2023
1515,P102,C_019,,2,02-01-2023
1516,P105,C_069,$250.50,1,21-03-2023
1517,P105,C_072,,4,03-01-2023
1518,P105,C_081,$30.00,1,03-01-2023
1519,P103,C_079,$250.50,1,06-03-2023
1520,P104,C_033,$150.00,1,09-03-2023
1521,P102,C_035,120,5,02-02-2023
1522,P103,C_061,$150.00,3,02/21/2023
1523,P105,C_042,,2,08-02-2023
1524,P101,C_094,,1,01-12-2023
1525,P104,C_059,120,4,08-01-2023
1526,P101,C_032,$150.00,4,25-02-2023
1527,P103,C_083,$150.00,5,06-01-2023
1528,P102,C_099,120,4,04-02-2023
1529,P101,C_098,$250.50,5,14-03-2023
1530,P101,C_033,$250.50,1,27-01-2023
1531,P102,C_061,$150.00,3,21-01-2023
1532,P102,C_083,$30.00,,03-11-2023
1533,P104,C_028,,,11-01-2023
1534,P103,C_017,$150.00,4,30-01-2023
1535,P103,C_088,120,5,02/20/2023
1536,P101,C_092,$250.50,4,04-03-2023
1537,P103,C_081,$30.00,4,24-01-2023
1538,P105,C_095,$30.00,1,03/21/2023
1539,P102,C_020,$150.00,3,01/20/2023
1540,P102,C_060,$250.50,3,14-01-2023
1541,P101,C_050,$30.00,3,04-02-2023
1542,P102,C_022,$75,4,27-02-2023
1543,P105,C_076,$30.00,1,04-01-2023
1544,P103,C_081,$150.00,5,03/18/2023
1545,P104,C_012,$250.50,4,19-02-2023
1546,P105,C_042,120,5,22-01-2023
1547,P104,C_032,$75,3,02-08-2023
1548,P104,C_029,$150.00,2,02/25/2023
1549,P104,C_049,$30.00,1,02/16/2023
1550,P102,C_091,$30.00,5,20-03-2023
1551,P104,C_024,$75,3,01-01-2023
1552,P103,C_090,$30.00,3,02/26/2023
1553,P104,C_094,120,2,02-08-2023
1554,P105,C_099,$75,4,10-02-2023
1555,P104,C_051,$250.50,,30-03-2023
1556,P104,C_084,$75,3,02/18/2023
1557,P104,C_057,$150.00,5,26-01-2023
1558,P105,C_034,,5,04-01-2023
1559,P104,C_037,$30.00,3,30-03-2023
1560,P104,C_097,$30.00,2,03/23/2023
1561,P102,C_043,,2,02/24/2023
1562,P101,C_068,120,4,03/16/2023
1563,P105,C_075,,4,11-03-2023
1564,P103,C_079,120,,11-01-2023
1565,P102,C_095,,3,22-01-2023
1566,P105,C_016,120,,28-03-2023
1567,P104,C_053,$30.00,1,02-01-2023
1568,P103,C_039,120,,08-03-2023
1569,P105,C_099,120,2,02/27/2023
1570,P104,C_070,,5,30-03-2023
1571,P102,C_055,$150.00,4,01/14/2023
1572,P104,C_021,$150.00,,01/19/2023
1573,P103,C_054,$30.00,2,03-08-2023
1574,P103,C_071,$150.00,4,03/31/2023
1575,P103,C_019,$250.50,1,01-04-2023
1576,P101,C_054,,1,28-03-2023
1577,P102,C_077,$75,5,01/21/2023
1578,P105,C_065,$30.00,2,21-02-2023
1579,P102,C_034,,,02/25/2023
1580,P101,C_089,$75,4,03/17/2023
1581,P104,C_011,,2,01/27/2023
1582,P101,C_084,$150.00,5,01/24/2023
1583,P103,C_036,$30.00,1,03-02-2023
1584,P104,C_078,,3,03/18/2023
1585,P105,C_061,120,1,02/14/2023
1586,P104,C_090,$75,,04-01-2023
1587,P105,C_086,$150.00,,01/18/2023
1588,P101,C_041,$250.50,1,01/24/2023
1589,P102,C_076,$30.00,4,18-03-2023
1590,P105,C_060,$30.00,2,04-03-2023
1591,P105,C_099,,2,13-03-2023
1592,P104,C_047,$75,2,02-10-2023
1593,P105,C_017,$250.50,1,04-03-2023
1594,P102,C_060,120,5,03/25/2023
1595,P104,C_098,$30.00,4,04-01-2023
1596,P104,C_032,$150.00,5,04-01-2023
1597,P103,C_015,$250.50,2,03-10-2023
1598,P102,C_069,120,,05-03-2023
1599,P105,C_025,120,1,04-02-2023
1600,P103,C_080,$150.00,,26-02-2023
1601,P102,C_065,$150.00,,25-03-2023
1602,P103,C_015,$30.00,3,14-02-2023
1603,P104,C_026,$75,2,17-03-2023
1604,P103,C_089,,4,22-01-2023
1605,P102,C_037,$75,1,03/14/2023
1606,P105,C_046,120,5,01/22/2023
1607,P103,C_048,120,3,07-03-2023
1608,P101,C_028,$30.00,1,05-02-2023
1609,P102,C_027,$75,2,11-02-2023
1610,P104,C_073,$75,5,03/22/2023
1611,P104,C_059,$30.00,1,23-03-2023
1612,P104,C_076,,3,03/30/2023
1613,P104,C_073,$250.50,5,01-01-2023
1614,P101,C_069,,,03/31/2023
1615,P101,C_079,$30.00,2,24-02-2023
1616,P104,C_045,$250.50,3,13-02-2023
1617,P105,C_027,120,4,13-02-2023
1618,P101,C_016,$150.00,,28-02-2023
1619,P101,C_031,$30.00,4,01-01-2023
1620,P102,C_099,$75,,08-02-2023
1621,P103,C_022,,3,02-02-2023
1622,P103,C_096,,2,01-07-2023
1623,P103,C_040,$30.00,,12-01-2023
1624,P101,C_011,$75,4,10-01-2023
1625,P105,C_039,120,,26-02-2023
1626,P101,C_054,$150.00,4,30-03-2023
1627,P104,C_020,$75,4,12-01-2023
1628,P101,C_024,$250.50,3,08-02-2023
1629,P104,C_028,,,19-01-2023
1630,P105,C_083,$150.00,5,25-03-2023
1631,P104,C_055,,2,22-03-2023
1632,P102,C_063,120,,26-02-2023
1633,P101,C_023,$75,1,17-03-2023
1634,P104,C_055,$30.00,3,18-01-2023
1635,P103,C_093,$150.00,2,12-03-2023
1636,P105,C_088,$250.50,,04-01-2023
1637,P103,C_037,120,5,07-03-2023
1638,P104,C_048,,1,01/31/2023
1639,P104,C_025,$75,4,23-03-2023
1640,P101,C_078,$150.00,3,10-02-2023
1641,P104,C_083,$30.00,3,11-03-2023
1642,P102,C_071,$150.00,1,17-03-2023
1643,P101,C_044,$75,1,01-08-2023
1644,P105,C_047,,,03-06-2023
1645,P104,C_062,$150.00,,10-03-2023
1646,P105,C_030,$250.50,1,09-02-2023
1647,P105,C_037,$75,5,02-11-2023
1648,P105,C_092,,,24-03-2023
1649,P103,C_066,,2,08-01-2023
1650,P101,C_066,$150.00,4,20-03-2023
1651,P101,C_050,,,26-03-2023
1652,P102,C_026,$150.00,,18-01-2023
1653,P101,C_031,$30.00,3,08-03-2023
1654,P103,C_032,$250.50,2,04-02-2023
1655,P101,C_014,$250.50,4,04-02-2023
1656,P101,C_044,,5,22-03-2023
1657,P104,C_069,120,3,01-08-2023
1658,P105,C_032,$250.50,2,02-02-2023
1659,P105,C_097,,1,30-01-2023
1660,P105,C_011,$150.00,1,01-02-2023
1661,P104,C_057,$30.00,2,23-01-2023
1662,P105,C_094,$30.00,2,11-02-2023
1663,P104,C_051,$250.50,1,03/15/2023
1664,P101,C_075,,1,23-01-2023
1665,P105,C_016,$30.00,1,03-01-2023
1666,P103,C_052,$150.00,5,28-02-2023
1667,P103,C_036,$250.50,5,08-02-2023
1668,P105,C_042,$30.00,3,03/17/2023
1669,P102,C_080,$75,2,01-01-2023
1670,P101,C_040,120,3,23-03-2023
1671,P101,C_053,$150.00,,18-02-2023
1672,P103,C_024,$75,5,01/31/2023
1673,P104,C_018,$75,,05-02-2023
1674,P101,C_040,120,4,03/31/2023
1675,P104,C_021,120,1,06-03-2023
1676,P104,C_020,120,5,01-08-2023
1677,P102,C_041,$250.50,3,02-10-2023
1678,P103,C_051,$30.00,3,30-01-2023
1679,P102,C_028,120,1,20-01-2023
1680,P102,C_068,$30.00,3,22-02-2023
1681,P105,C_056,$75,4,02-09-2023
1682,P103,C_026,$150.00,2,03/29/2023
1683,P105,C_016,$75,3,19-01-2023
1684,P102,C_056,$30.00,5,07-01-2023
1685,P103,C_044,$75,1,02/21/2023
1686,P105,C_081,$75,1,01-03-2023
1687,P102,C_026,$150.00,1,29-01-2023
1688,P102,C_062,$250.50,,22-03-2023
1689,P101,C_085,120,3,10-01-2023
1690,P101,C_036,,4,17-01-2023
1691,P103,C_026,$150.00,4,07-01-2023
1692,P105,C_066,,4,05-03-2023
1693,P104,C_098,$30.00,2,15-02-2023
1694,P102,C_046,$250.50,4,20-01-2023
1695,P105,C_090,120,2,03/24/2023
1696,P104,C_063,120,4,08-01-2023
1697,P103,C_060,$75,4,26-01-2023
1698,P105,C_042,,5,01-03-2023
1699,P103,C_072,120,4,14-02-2023
1700,P105,C_052,$30.00,3,24-01-2023
1701,P103,C_087,$75,1,05-02-2023
1702,P104,C_078,$250.50,5,30-01-2023
1703,P101,C_042,,2,04-02-2023
1704,P101,C_039,120,4,15-02-2023
1705,P102,C_041,120,3,03/31/2023
1706,P105,C_014,,,15-02-2023
1707,P105,C_029,120,2,05-03-2023
1708,P103,C_033,$30.00,1,12-01-2023
1709,P102,C_088,$75,1,03-09-2023
1710,P101,C_053,120,2,01/17/2023
1711,P102,C_052,$150.00,1,19-01-2023
1712,P102,C_025,120,3,01-10-2023
1713,P104,C_086,$150.00,3,02-08-2023
1714,P102,C_031,,4,03/23/2023
1715,P103,C_033,,5,30-03-2023
1716,P103,C_039,,5,01/23/2023
1717,P103,C_099,$250.50,2,23-01-2023
1718,P101,C_084,$30.00,5,05-01-2023
1719,P105,C_051,120,2,23-03-2023
1720,P101,C_074,$75,3,10-01-2023
1721,P103,C_051,$75,,12-01-2023
1722,P103,C_068,$150.00,3,27-01-2023
1723,P101,C_055,$250.50,1,01-01-2023
1724,P104,C_067,,4,01/22/2023
1725,P104,C_059,$250.50,5,18-02-2023
1726,P104,C_084,,,29-01-2023
1727,P104,C_020,$150.00,3,01-03-2023
1728,P103,C_024,$150.00,3,01/22/2023
1729,P102,C_020,120,1,13-02-2023
1730,P105,C_072,,1,25-02-2023
1731,P102,C_088,$30.00,2,07-01-2023
1732,P103,C_037,$75,4,31-03-2023
1733,P105,C_044,,3,08-02-2023
1734,P101,C_017,$30.00,5,03-12-2023
1735,P102,C_017,$250.50,1,24-02-2023
1736,P103,C_095,,5,03-03-2023
1737,P101,C_014,$75,2,03/23/2023
1738,P101,C_071,$150.00,3,02/20/2023
1739,P104,C_095,$250.50,1,24-03-2023
1740,P104,C_034,$250.50,4,17-02-2023
1741,P104,C_016,$250.50,4,03-01-2023
1742,P102,C_045,120,1,20-01-2023
1743,P101,C_021,,3,03-11-2023
1744,P105,C_040,120,1,19-02-2023
1745,P104,C_079,,4,15-03-2023
1746,P104,C_049,$150.00,4,05-01-2023
1747,P105,C_077,120,,21-03-2023
1748,P101,C_068,$75,2,28-01-2023
1749,P102,C_016,$30.00,1,03/29/2023
1750,P102,C_091,$75,5,02-03-2023
1751,P101,C_022,$30.00,5,20-02-2023
1752,P103,C_046,120,4,02-01-2023
1753,P105,C_086,120,4,01/15/2023
1754,P102,C_029,120,5,16-03-2023
1755,P101,C_083,$150.00,3,03-10-2023
1756,P104,C_044,$30.00,,04-03-2023
1757,P105,C_071,$150.00,2,02-05-2023
1758,P102,C_090,120,,03/30/2023
1759,P101,C_061,$250.50,,31-01-2023
1760,P104,C_045,$250.50,1,02/13/2023
1761,P103,C_046,$30.00,,29-03-2023
1762,P102,C_028,$250.50,,02/26/2023
1763,P103,C_064,120,,12-01-2023
1764,P104,C_038,$30.00,,04-03-2023
1765,P103,C_018,120,2,01-09-2023
1766,P105,C_062,$75,5,14-03-2023
1767,P102,C_035,$75,1,01-02-2023
1768,P104,C_017,$250.50,,01/26/2023
1769,P103,C_070,120,4,23-03-2023
1770,P101,C_041,$250.50,4,03/18/2023
1771,P102,C_071,120,5,02/14/2023
1772,P102,C_044,,,01-12-2023
1773,P101,C_060,$150.00,2,15-03-2023
1774,P102,C_093,$75,,01/27/2023
1775,P104,C_076,$150.00,,01-02-2023
1776,P102,C_093,$75,5,02-01-2023
1777,P103,C_088,$250.50,,01-04-2023
1778,P103,C_065,$30.00,3,02/28/2023
1779,P102,C_070,$250.50,,08-03-2023
1780,P104,C_085,$150.00,1,07-03-2023
1781,P103,C_082,,5,03/19/2023
1782,P103,C_098,$150.00,4,01-09-2023
1783,P103,C_092,$250.50,3,03-02-2023
1784,P103,C_035,$75,5,31-01-2023
1785,P105,C_062,,3,29-03-2023
1786,P101,C_094,$30.00,3,02-03-2023
1787,P104,C_060,,1,16-03-2023
1788,P105,C_035,$250.50,,29-01-2023
1789,P105,C_092,$30.00,,15-02-2023
1790,P103,C_032,,5,01/24/2023
1791,P101,C_071,$75,,03-02-2023
1792,P105,C_034,,3,25-03-2023
1793,P102,C_056,$75,,02-09-2023
1794,P103,C_058,$250.50,5,02-07-2023
1795,P101,C_071,$150.00,,16-03-2023
1796,P105,C_020,$30.00,2,06-03-2023
1797,P104,C_078,$250.50,4,07-01-2023
1798,P102,C_036,$250.50,4,03/14/2023
1799,P102,C_051,,2,01-11-2023
1800,P103,C_091,$75,3,23-03-2023
1801,P101,C_068,$250.50,2,22-01-2023
1802,P102,C_073,$150.00,2,03/20/2023
1803,P104,C_062,$30.00,4,19-02-2023
1804,P101,C_079,$75,,17-02-2023
1805,P103,C_078,$75,1,28-03-2023
1806,P102,C_039,,3,09-02-2023
1807,P101,C_060,120,5,09-02-2023
1808,P101,C_016,$250.50,3,28-02-2023
1809,P105,C_087,120,3,25-02-2023
1810,P102,C_054,$30.00,3,25-01-2023
1811,P104,C_013,$75,2,17-01-2023
1812,P101,C_086,120,2,01/16/2023
1813,P101,C_059,,3,10-03-2023
1814,P101,C_087,$150.00,,14-01-2023
1815,P101,C_017,,1,02/23/2023
1816,P104,C_026,120,3,02-03-2023
1817,P102,C_037,,,22-03-2023
1818,P103,C_064,,1,26-03-2023
1819,P103,C_090,120,,01/18/2023
1820,P101,C_076,,5,01/16/2023
1821,P101,C_024,$30.00,2,19-03-2023
1822,P103,C_077,$75,3,04-01-2023
1823,P103,C_031,$150.00,5,05-03-2023
1824,P104,C_053,$75,1,02-01-2023
1825,P101,C_025,120,,05-03-2023
1826,P101,C_076,$150.00,,01/13/2023
1827,P102,C_069,$250.50,3,01-03-2023
1828,P101,C_033,$150.00,3,16-02-2023
1829,P103,C_065,,1,13-01-2023
1830,P101,C_028,,,01/22/2023
1831,P103,C_067,120,3,01-12-2023
1832,P103,C_034,$150.00,4,02/21/2023
1833,P103,C_060,,4,23-02-2023
1834,P102,C_025,$75,,08-01-2023
1835,P101,C_064,120,4,14-03-2023
1836,P104,C_034,120,4,15-02-2023
1837,P101,C_098,,2,03-03-2023
1838,P101,C_063,$30.00,1,01-09-2023
1839,P103,C_012,,,09-03-2023
1840,P105,C_083,$75,,13-02-2023
1841,P105,C_099,,5,01/13/2023
1842,P102,C_072,$250.50,,28-03-2023
1843,P104,C_030,120,5,07-01-2023
1844,P102,C_075,$30.00,4,22-01-2023
1845,P104,C_052,$75,3,05-02-2023
1846,P105,C_039,120,,02/18/2023
1847,P102,C_021,$30.00,4,03/15/2023
1848,P101,C_074,$30.00,3,01/16/2023
1849,P101,C_024,$30.00,4,05-01-2023
1850,P105,C_011,$150.00,5,21-03-2023
1851,P103,C_076,120,2,25-03-2023
1852,P104,C_054,$250.50,1,01/29/2023
1853,P103,C_082,120,5,02-03-2023
1854,P103,C_068,$150.00,1,26-03-2023
1855,P101,C_054,$250.50,,07-02-2023
1856,P105,C_058,,1,06-01-2023
1857,P104,C_028,,,22-02-2023
1858,P103,C_089,$75,2,01/16/2023
1859,P102,C_069,$75,,13-02-2023
1860,P104,C_016,,,17-03-2023
1861,P104,C_069,,5,06-03-2023
1862,P104,C_011,120,,07-01-2023
1863,P104,C_085,$30.00,5,23-01-2023
1864,P105,C_033,,2,01/14/2023
1865,P105,C_088,$250.50,5,02/19/2023
1866,P105,C_099,$75,3,02/20/2023
1867,P103,C_068,$75,2,22-02-2023
1868,P105,C_049,,5,10-02-2023
1869,P105,C_091,$75,2,27-01-2023
1870,P103,C_098,$250.50,,17-01-2023
1871,P102,C_075,120,,03/23/2023
1872,P101,C_056,120,4,16-03-2023
1873,P104,C_097,,5,02-06-2023
1874,P101,C_077,$150.00,1,18-02-2023
1875,P101,C_096,$150.00,2,04-02-2023
1876,P103,C_098,$250.50,2,08-01-2023
1877,P103,C_037,120,1,02/15/2023
1878,P101,C_089,,,13-03-2023
1879,P105,C_060,$75,5,03/31/2023
1880,P101,C_059,$30.00,4,03/29/2023
1881,P105,C_017,$150.00,,02-02-2023
1882,P105,C_067,$75,,01-04-2023
1883,P103,C_086,120,,19-03-2023
1884,P102,C_048,$30.00,2,29-03-2023
1885,P102,C_033,,5,01/16/2023
1886,P101,C_065,$250.50,5,03-02-2023
1887,P102,C_085,$250.50,1,02-12-2023
1888,P102,C_016,$75,3,18-03-2023
1889,P105,C_095,$250.50,4,15-03-2023
1890,P103,C_020,,3,09-03-2023
1891,P102,C_077,$150.00,5,01/21/2023
1892,P105,C_079,$30.00,1,14-02-2023
1893,P102,C_095,$250.50,3,02/16/2023
1894,P102,C_090,120,4,13-03-2023
1895,P101,C_025,,3,27-02-2023
1896,P105,C_090,$75,1,03/29/2023
1897,P104,C_025,$30.00,3,11-03-2023
1898,P103,C_014,120,3,07-03-2023
1899,P104,C_073,$150.00,3,25-03-2023
1900,P103,C_076,$150.00,1,22-01-2023
1901,P105,C_011,,1,27-01-2023
1902,P102,C_098,$30.00,1,27-01-2023
1903,P104,C_093,$150.00,,29-03-2023
1904,P101,C_069,,3,05-01-2023
1905,P101,C_017,$75,3,13-03-2023
1906,P105,C_040,$250.50,4,02/19/2023
1907,P104,C_066,$250.50,1,19-02-2023
1908,P101,C_079,$150.00,,21-03-2023
1909,P105,C_016,,1,15-02-2023
1910,P101,C_048,,3,19-03-2023
1911,P103,C_067,$30.00,4,26-03-2023
1912,P104,C_031,120,2,18-01-2023
1913,P104,C_080,$250.50,,01/19/2023
1914,P103,C_012,120,5,19-01-2023
1915,P101,C_011,120,5,20-02-2023
1916,P105,C_021,$250.50,2,14-02-2023
1917,P104,C_093,120,2,21-01-2023
1918,P102,C_089,$250.50,2,15-01-2023
1919,P105,C_017,120,4,24-03-2023
1920,P101,C_048,,1,02-02-2023
1921,P102,C_085,$30.00,3,15-02-2023
1922,P102,C_023,$250.50,5,09-01-2023
1923,P103,C_073,$30.00,3,20-03-2023
1924,P103,C_099,120,2,14-03-2023
1925,P103,C_051,$30.00,2,01-01-2023
1926,P102,C_039,,,03/24/2023
1927,P103,C_057,$75,,02-12-2023
1928,P104,C_068,$250.50,3,04-03-2023
1929,P101,C_033,,5,01-11-2023
1930,P102,C_079,$75,3,22-03-2023
1931,P101,C_013,120,,04-01-2023
1932,P105,C_062,120,2,05-01-2023
1933,P103,C_080,120,4,25-03-2023
1934,P103,C_061,$75,5,07-02-2023
1935,P104,C_075,120,1,02/20/2023
1936,P105,C_012,,2,20-03-2023
1937,P102,C_076,$75,4,21-01-2023
1938,P105,C_083,,2,03-03-2023
1939,P101,C_039,$30.00,2,01-09-2023
1940,P103,C_040,$150.00,,27-01-2023
1941,P103,C_060,$30.00,4,06-01-2023
1942,P103,C_024,,5,03/23/2023
1943,P103,C_085,120,5,01/23/2023
1944,P104,C_057,120,,10-01-2023
1945,P103,C_059,$75,5,02/21/2023
1946,P103,C_073,$30.00,5,01-01-2023
1947,P102,C_067,$75,2,10-01-2023
1948,P103,C_038,$75,2,01/21/2023
1949,P105,C_026,,2,02/23/2023
1950,P101,C_072,,4,03-03-2023
1951,P105,C_031,,4,03-01-2023
1952,P101,C_027,120,5,21-01-2023
1953,P105,C_016,120,2,08-01-2023
1954,P103,C_034,120,4,18-03-2023
1955,P101,C_095,$250.50,1,01/28/2023
1956,P105,C_071,$30.00,2,01/29/2023
1957,P105,C_029,120,2,21-03-2023
1958,P105,C_044,$75,,03/29/2023
1959,P104,C_087,120,1,01/30/2023
1960,P104,C_027,$150.00,1,26-01-2023
1961,P105,C_098,$30.00,2,19-03-2023
1962,P102,C_071,120,5,05-01-2023
1963,P105,C_026,$150.00,4,26-03-2023
1964,P105,C_080,$150.00,,03/25/2023
1965,P105,C_064,$250.50,1,31-03-2023
1966,P104,C_040,$30.00,4,14-02-2023
1967,P105,C_023,$30.00,2,02-02-2023
1968,P102,C_021,$250.50,5,03-11-2023
1969,P103,C_035,$150.00,,01-01-2023
1970,P105,C_026,120,1,18-02-2023
1971,P102,C_099,$250.50,4,16-02-2023
1972,P102,C_065,,5,02-02-2023
1973,P105,C_065,120,3,03/20/2023
1974,P104,C_037,$30.00,5,03/13/2023
1975,P102,C_058,120,5,03-03-2023
1976,P103,C_084,$250.50,,20-02-2023
1977,P102,C_095,$150.00,,01/30/2023
1978,P102,C_023,$75,5,02/21/2023
1979,P105,C_089,,,01-04-2023
1980,P102,C_060,,1,12-01-2023
1981,P104,C_087,$30.00,1,01-09-2023
1982,P102,C_058,$150.00,5,05-01-2023
1983,P104,C_062,120,,03-08-2023
1984,P105,C_018,$75,,03-05-2023
1985,P101,C_036,,5,06-02-2023
1986,P101,C_087,120,5,31-03-2023
1987,P105,C_032,,1,16-02-2023
1988,P101,C_031,$150.00,3,02/21/2023
1989,P104,C_062,120,2,08-03-2023
1990,P101,C_022,120,3,13-03-2023
1991,P103,C_055,$250.50,2,19-03-2023
1992,P104,C_062,120,1,03-02-2023
1993,P104,C_075,$150.00,5,10-01-2023
1994,P103,C_054,$150.00,5,02-02-2023
1995,P105,C_043,,4,18-02-2023
1996,P104,C_042,$250.50,4,03/29/2023
1997,P105,C_014,$30.00,1,03-02-2023
1998,P104,C_092,$75,,31-03-2023
1999,P103,C_063,$250.50,5,10-03-2023
2000,P103,C_042,$250.50,1,21-02-2023
